City,State,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions
Santos,São Paulo,07/20/2020,80.5,57,66.8,,81.1,0,,11.4,,1.2,70.79,Clear
Santos,São Paulo,07/21/2020,84.1,57,69.1,,84.4,0,,8.1,,2.1,61.45,Clear
Santos,São Paulo,07/22/2020,80.6,57.5,69.1,,81.8,0,,11.4,,0,66.29,Clear
Santos,São Paulo,07/23/2020,78.8,60.8,68.5,,,0,,6.9,,3.3,67.21,Clear
Santos,São Paulo,07/24/2020,84.1,60.8,69.7,,85.3,0,,10.3,,6.2,64.5,Clear
Santos,São Paulo,07/25/2020,91.3,60.8,70.4,,90,0,,19.7,31.1,13.3,55.52,Clear
Santos,São Paulo,07/26/2020,68,59,62.7,,,0,,11.4,,81.2,87.32,Overcast
Santos,São Paulo,07/27/2020,80.6,59,67.9,,80.1,0,,10.3,,15,76.98,Clear
Santos,São Paulo,07/28/2020,89.5,59.8,73.6,,91.1,0,,13.9,,7.1,60.14,Clear
Santos,São Paulo,07/29/2020,67.9,56.4,61.6,,,0,,15,,85.8,88.96,Overcast
Santos,São Paulo,07/30/2020,64.4,53.6,58.4,,,0,,13.9,,82.8,91.98,Overcast
Santos,São Paulo,07/31/2020,69.8,55.4,61.6,,,0,,12.8,,74.7,85.03,Partially cloudy
